key,PR,paperYear
269,0.067877567,2006
270,0.040956384,2006
271,0.089199927,2006
273,0.041294666,2006
274,0.042866328,2006
275,0.040415224,2006
276,0.057765265,2006
277,0.038073811,2006
279,0.040683697,2006
280,0.038073811,2006
281,0.077906715,2006
282,0.038073811,2006
284,0.041286168,2006
286,0.04438553,2006
289,0.056228736,2006
293,0.040415224,2006
294,0.044249722,2006
295,0.038073811,2006
296,0.05385092,2006
299,0.040415224,2006
300,0.041492629,2006
301,0.040415224,2006
302,0.038073811,2006
303,0.042360337,2006
304,0.040683697,2006
305,0.043404479,2006
308,0.040683697,2006
309,0.05044995,2006
310,0.043972577,2006
311,0.046915479,2006
313,0.044673044,2006
315,0.049045509,2006
316,0.06580645,2006
317,0.040415224,2006
318,0.042294973,2006
319,0.040914878,2006
320,0.043318217,2006
321,0.117117083,2006
322,0.059843205,2006
323,0.038073811,2006
324,0.038073811,2006
325,0.038073811,2006
326,0.045829153,2006
327,0.057983623,2006
328,0.048675483,2006
330,0.063752117,2006
331,0.041381587,2006
332,0.121208714,2006
333,0.04259415,2006
334,0.040921072,2006
335,0.038073811,2006
336,0.042642939,2006
337,0.112271957,2006
338,0.042897211,2006
339,0.058992861,2006
340,0.038073811,2006
341,0.038073811,2006
343,0.040683697,2006
344,0.040683697,2006
345,0.044728493,2006
346,0.051178851,2006
347,0.050765414,2006
350,0.038073811,2006
352,0.05782841,2006
353,0.040683697,2006
354,0.054575928,2006
355,0.057892868,2006
356,0.041175247,2006
358,0.060896273,2006
360,0.041111464,2006
361,0.04090237,2006
363,0.059231141,2006
364,0.048314901,2006
365,0.041025473,2006
366,0.056670632,2006
368,0.042464657,2006
369,0.040415224,2006
371,0.041530991,2006
373,0.044484413,2006
375,0.051575978,2006
377,0.042094739,2006
378,0.040415224,2006
379,0.040415224,2006
380,0.043910648,2006
381,0.041915422,2006
382,0.040415224,2006
383,0.040415224,2006
385,0.103882168,2006
386,0.040415224,2006
387,0.051670968,2006
388,0.047797631,2006
389,0.057030101,2006
390,0.082479315,2006
391,0.064917541,2006
392,0.038073811,2006
393,0.048755074,2006
395,0.040415224,2006
397,0.041854289,2006
398,0.041854289,2006
400,0.049410803,2006
401,0.079504861,2006
402,0.043514479,2006
403,0.040683697,2006
404,0.040415224,2006
405,0.044137277,2006
407,0.047266791,2006
409,0.040415224,2006
410,0.042852928,2006
411,0.040415224,2006
413,0.042547055,2006
414,0.041483002,2006
418,0.040683697,2006
420,0.038073811,2006
423,0.079645057,2006
426,0.052151664,2006
427,0.049284742,2006
428,0.040415224,2006
429,0.038073811,2006
430,0.040415224,2006
431,0.038073811,2006
432,0.041964083,2006
433,0.041814482,2006
434,0.040415224,2006
437,0.051820441,2006
438,0.038073811,2006
439,0.040415224,2006
440,0.040415224,2006
441,0.04304857,2006
443,0.041231733,2006
444,0.054837413,2006
445,0.048346227,2006
446,0.040415224,2006
447,0.046281956,2006
450,0.050078542,2006
451,0.064637378,2006
453,0.040683697,2006
454,0.05662465,2006
455,0.042203905,2006
456,0.122553874,2006
457,0.050459234,2006
458,0.051138735,2006
459,0.050402415,2006
461,0.040415224,2006
464,0.040415224,2006
465,0.041464145,2006
467,0.04088012,2006
468,0.038073811,2006
469,0.043577475,2006
472,0.042941255,2006
477,0.040683697,2006
478,0.040683697,2006
481,0.04764414,2006
482,0.040683697,2006
485,0.041599969,2006
487,0.040683697,2006
488,0.040683697,2006
489,0.041193223,2006
493,0.040415224,2006
494,0.038073811,2006
496,0.040415224,2006
497,0.040415224,2006
498,0.047550142,2006
502,0.064591964,2006
503,0.053497338,2006
504,0.041726917,2006
505,0.040415224,2006
510,0.040415224,2006
512,0.038073811,2006
515,0.040415224,2006
523,0.044649627,2006
524,0.038073811,2006
525,0.040415224,2006
528,0.045705895,2006
531,0.040415224,2006
532,0.05050683,2006
534,0.040415224,2006
536,0.042128661,2006
541,0.053663021,2006
546,0.040415224,2006
555,0.040415224,2006
556,0.040415224,2006
558,0.040683697,2006
560,0.038073811,2006
561,0.040683697,2006
565,0.040415224,2006
567,0.040415224,2006
573,0.038073811,2006
580,0.040415224,2006
583,0.040683697,2006
590,0.040415224,2006
594,0.038073811,2006
596,0.038073811,2006
600,0.040415224,2006
611,0.040415224,2007
612,0.040485429,2007
613,0.040959302,2007
615,0.041104077,2007
616,0.038073811,2007
617,0.040415224,2007
618,0.040415224,2007
619,0.038073811,2007
620,0.051990567,2007
621,0.040957277,2007
622,0.04726421,2007
623,0.041857284,2007
625,0.040415224,2007
627,0.041177126,2007
629,0.040959302,2007
630,0.040415224,2007
631,0.040485429,2007
632,0.070060156,2007
633,0.04675408,2007
634,0.042927473,2007
635,0.057005331,2007
636,0.050332859,2007
637,0.063403384,2007
638,0.04156563,2007
639,0.042127074,2007
640,0.044610716,2007
641,0.040415224,2007
642,0.052520113,2007
643,0.045133826,2007
644,0.056167124,2007
645,0.067430546,2007
646,0.040485429,2007
647,0.040415224,2007
648,0.040415224,2007
649,0.042953817,2007
650,0.040415224,2007
651,0.043175476,2007
652,0.04588745,2007
653,0.056795008,2007
654,0.040827542,2007
655,0.040415224,2007
656,0.040485429,2007
657,0.050576191,2007
658,0.040485429,2007
659,0.040485429,2007
660,0.093221533,2007
661,0.041465548,2007
662,0.043301678,2007
663,0.054009416,2007
664,0.040415224,2007
665,0.041082823,2007
666,0.045844149,2007
667,0.041979079,2007
668,0.045273769,2007
670,0.054258377,2007
671,0.04831911,2007
672,0.074386164,2007
674,0.040485429,2007
675,0.042205868,2007
677,0.041236525,2007
679,0.038073811,2007
680,0.055462822,2007
681,0.058639474,2007
683,0.04119018,2007
684,0.04525847,2007
685,0.040415224,2007
686,0.040415224,2007
688,0.040665406,2007
689,0.040415224,2007
692,0.041404088,2007
694,0.038073811,2007
695,0.040485429,2007
696,0.060054525,2007
697,0.040415224,2007
698,0.040415224,2007
699,0.041663203,2007
700,0.041086353,2007
701,0.041373977,2007
702,0.043219253,2007
703,0.056794451,2007
704,0.040415224,2007
705,0.06479956,2007
706,0.038073811,2007
708,0.044446522,2007
710,0.043989071,2007
711,0.048933394,2007
712,0.040415224,2007
716,0.040415224,2007
718,0.040659084,2007
719,0.040415224,2007
720,0.040415224,2007
721,0.048192962,2007
722,0.04101283,2007
723,0.040918895,2007
724,0.040485429,2007
725,0.040485429,2007
727,0.040485429,2007
728,0.054230539,2007
731,0.041962471,2007
732,0.070363536,2007
733,0.040415224,2007
734,0.04106996,2007
735,0.042377355,2007
736,0.052801151,2007
738,0.042867663,2007
739,0.040485429,2007
740,0.043452457,2007
741,0.040415224,2007
742,0.040415224,2007
743,0.049469883,2007
745,0.047802558,2007
746,0.04122032,2007
747,0.067751066,2007
748,0.040415224,2007
749,0.044538853,2007
750,0.04916371,2007
752,0.040786795,2007
753,0.040485429,2007
754,0.045734643,2007
755,0.056065225,2007
756,0.04255507,2007
757,0.040485429,2007
758,0.040485429,2007
760,0.047128284,2007
761,0.040415224,2007
762,0.062211242,2007
763,0.040415224,2007
764,0.049711247,2007
765,0.041401661,2007
766,0.044680927,2007
767,0.041144242,2007
768,0.058410833,2007
769,0.055429884,2007
770,0.045656196,2007
772,0.042800485,2007
773,0.040415224,2007
774,0.04101575,2007
775,0.10259629,2007
776,0.040757955,2007
777,0.048153228,2007
778,0.041971925,2007
779,0.044935886,2007
780,0.052553856,2007
781,0.040415224,2007
782,0.040415224,2007
783,0.070910747,2007
784,0.046700508,2007
785,0.044105144,2007
786,0.054293937,2007
787,0.041384424,2007
788,0.040485429,2007
789,0.040415224,2007
790,0.040415224,2007
791,0.062773161,2007
792,0.040933492,2007
793,0.040485429,2007
794,0.040805975,2007
795,0.061919306,2007
796,0.040415224,2007
797,0.047622976,2007
798,0.040415224,2007
799,0.040415224,2007
800,0.040936108,2007
803,0.076953796,2007
805,0.038073811,2007
807,0.040485429,2007
808,0.038073811,2007
809,0.040415224,2007
810,0.047942846,2007
812,0.040415224,2007
813,0.038073811,2007
814,0.038073811,2007
815,0.040485429,2007
816,0.040415224,2007
817,0.044915091,2007
818,0.048435297,2007
819,0.058353013,2007
820,0.055051162,2007
821,0.0609538,2007
822,0.048252049,2007
823,0.040415224,2007
824,0.038073811,2007
825,0.044024299,2007
826,0.056635168,2007
827,0.040415224,2007
828,0.040485429,2007
829,0.081412734,2007
830,0.040415224,2007
831,0.042761682,2007
832,0.050548309,2007
833,0.047007299,2007
835,0.040415224,2007
836,0.040485429,2007
837,0.042877866,2007
838,0.040415224,2007
839,0.057294778,2007
840,0.041642949,2007
841,0.04471496,2007
842,0.0517753,2007
843,0.038073811,2007
844,0.040415224,2007
845,0.042784084,2007
846,0.040415224,2007
848,0.040415224,2007
849,0.047009762,2007
850,0.040415224,2007
851,0.048564603,2007
852,0.040485429,2007
855,0.041054164,2007
856,0.040994425,2007
857,0.040485429,2007
859,0.04129226,2007
860,0.040415224,2007
861,0.040485429,2007
862,0.051537578,2007
863,0.040415224,2007
864,0.043492098,2007
865,0.040415224,2007
866,0.040415224,2007
867,0.055403477,2007
870,0.040415224,2007
872,0.038073811,2007
875,0.042060732,2007
876,0.040415224,2007
877,0.040485429,2007
878,0.040415224,2007
879,0.045584984,2007
880,0.040415224,2007
881,0.046741552,2007
888,0.041268955,2007
890,0.04089705,2007
891,0.040998231,2007
892,0.040415224,2007
894,0.038073811,2007
895,0.049614257,2007
899,0.052244865,2007
901,0.040485429,2007
902,0.040485429,2007
903,0.040415224,2007
906,0.038073811,2007
910,0.057781051,2007
912,0.040415224,2007
915,0.040415224,2007
919,0.040415224,2007
921,0.040415224,2007
924,0.041753651,2007
928,0.040415224,2007
932,0.038073811,2007
933,0.040415224,2007
937,0.038073811,2007
938,0.040415224,2007
940,0.040415224,2007
941,0.040936597,2007
943,0.038073811,2007
947,0.048282577,2007
948,0.040485429,2007
953,0.040485429,2007
956,0.040415224,2007
958,0.040415224,2007
962,0.040759902,2007
967,0.040485429,2007
972,0.040415224,2007
974,0.040485429,2007
975,0.040415224,2007
977,0.04285623,2008
978,0.040979431,2008
979,0.040415224,2008
982,0.040415224,2008
983,0.040415224,2008
984,0.040415224,2008
985,0.040415224,2008
986,0.040415224,2008
987,0.041653211,2008
989,0.040415224,2008
990,0.040477504,2008
992,0.042663145,2008
993,0.042958199,2008
994,0.045275914,2008
995,0.040415224,2008
996,0.04124948,2008
998,0.038073811,2008
999,0.040415224,2008
1000,0.047906312,2008
1001,0.056944431,2008
1002,0.040415224,2008
1003,0.040705178,2008
1006,0.050324838,2008
1007,0.052686014,2008
1009,0.05397922,2008
1011,0.038073811,2008
1012,0.042645039,2008
1014,0.040415224,2008
1015,0.061033856,2008
1016,0.042015603,2008
1017,0.043618003,2008
1018,0.040415224,2008
1019,0.041150922,2008
1020,0.086388782,2008
1023,0.040415224,2008
1024,0.045594343,2008
1025,0.040415224,2008
1026,0.040415224,2008
1027,0.040415224,2008
1028,0.041877053,2008
1029,0.045343567,2008
1031,0.045274327,2008
1032,0.045837545,2008
1033,0.041050515,2008
1034,0.047425924,2008
1035,0.040415224,2008
1036,0.048905165,2008
1037,0.040415224,2008
1038,0.041074578,2008
1039,0.050950938,2008
1040,0.062027733,2008
1041,0.047883757,2008
1042,0.040415224,2008
1043,0.041543719,2008
1044,0.043952713,2008
1045,0.040415224,2008
1046,0.040415224,2008
1047,0.066306016,2008
1048,0.041203019,2008
1049,0.040415224,2008
1050,0.040415224,2008
1051,0.040415224,2008
1052,0.040415224,2008
1053,0.042101283,2008
1054,0.040415224,2008
1055,0.042062766,2008
1056,0.040415224,2008
1057,0.041154366,2008
1058,0.040415224,2008
1059,0.040735621,2008
1060,0.049371026,2008
1061,0.040415224,2008
1062,0.050094742,2008
1063,0.040415224,2008
1065,0.040415224,2008
1066,0.041565027,2008
1067,0.040415224,2008
1068,0.040968556,2008
1069,0.040415224,2008
1070,0.040415224,2008
1072,0.040591149,2008
1073,0.044697551,2008
1074,0.040415224,2008
1075,0.051403031,2008
1076,0.040477504,2008
1077,0.059985004,2008
1078,0.067132133,2008
1080,0.040587507,2008
1081,0.040415224,2008
1082,0.048483487,2008
1083,0.0561868,2008
1084,0.049260998,2008
1085,0.040415224,2008
1086,0.042199665,2008
1087,0.067445872,2008
1088,0.040415224,2008
1090,0.043174968,2008
1091,0.054778674,2008
1092,0.093752358,2008
1093,0.064886262,2008
1094,0.040415224,2008
1097,0.051202062,2008
1098,0.040415224,2008
1099,0.040415224,2008
1100,0.04719673,2008
1101,0.043907129,2008
1102,0.103322615,2008
1103,0.044003512,2008
1104,0.04116417,2008
1105,0.172064406,2008
1106,0.040415224,2008
1107,0.05339928,2008
1109,0.058461908,2008
1111,0.041317176,2008
1112,0.043221658,2008
1113,0.04206709,2008
1114,0.049397622,2008
1115,0.040415224,2008
1116,0.038073811,2008
1117,0.192684593,2008
1118,0.041865471,2008
1123,0.04121973,2008
1124,0.041925578,2008
1125,0.038073811,2008
1128,0.038073811,2008
1129,0.040415224,2008
1130,0.038073811,2008
1132,0.045750918,2008
1134,0.042205173,2008
1135,0.044829846,2008
1136,0.048112029,2008
1137,0.0471075,2008
1138,0.040415224,2008
1139,0.04050576,2008
1140,0.048977432,2008
1142,0.040415224,2008
1143,0.040415224,2008
1144,0.041907104,2008
1145,0.040415224,2008
1147,0.04480797,2008
1148,0.048932196,2008
1149,0.042732313,2008
1150,0.058475393,2008
1151,0.040648732,2008
1152,0.040781613,2008
1154,0.040415224,2008
1155,0.038073811,2008
1156,0.040415224,2008
1157,0.040823781,2008
1158,0.040415224,2008
1159,0.066281774,2008
1160,0.045463118,2008
1162,0.05942106,2008
1163,0.040477504,2008
1164,0.044852625,2008
1165,0.044417962,2008
1166,0.040415224,2008
1167,0.040415224,2008
1168,0.121447371,2008
1169,0.041101509,2008
1170,0.041945545,2008
1171,0.047902886,2008
1173,0.043672211,2008
1174,0.038073811,2008
1176,0.041710686,2008
1177,0.040415224,2008
1179,0.038073811,2008
1181,0.040678127,2008
1182,0.040415224,2008
1184,0.048795261,2008
1185,0.044922339,2008
1186,0.060429452,2008
1187,0.040518141,2008
1188,0.040415224,2008
1189,0.040477504,2008
1190,0.040415224,2008
1191,0.057369568,2008
1193,0.040415224,2008
1194,0.044736231,2008
1195,0.040415224,2008
1197,0.040415224,2008
1198,0.041388518,2008
1201,0.04230049,2008
1202,0.040477504,2008
1203,0.040709782,2008
1205,0.040415224,2008
1206,0.042146171,2008
1207,0.040477504,2008
1208,0.040477504,2008
1209,0.040415224,2008
1210,0.040477504,2008
1211,0.05129345,2008
1212,0.038073811,2008
1213,0.04065912,2008
1215,0.040662354,2008
1216,0.041644814,2008
1217,0.040415224,2008
1218,0.041241968,2008
1220,0.061508363,2008
1221,0.043720893,2008
1223,0.043420033,2008
1224,0.040914681,2008
1226,0.038073811,2008
1229,0.040415224,2008
1236,0.040415224,2008
1238,0.040415224,2008
1240,0.040415224,2008
1242,0.038073811,2008
1250,0.040415224,2008
1255,0.040415224,2008
1257,0.040415224,2008
1260,0.040415224,2008
1262,0.040415224,2008
1263,0.040415224,2008
1264,0.040415224,2008
1268,0.040415224,2008
1269,0.040415224,2008
1271,0.040477504,2008
1273,0.040971041,2008
1274,0.040477504,2008
1275,0.040733916,2008
1276,0.040683808,2008
1277,0.040477504,2008
1278,0.040415224,2008
1280,0.040415224,2008
1282,0.041069194,2008
1283,0.041323319,2008
1284,0.044758838,2008
1285,0.042010598,2008
1286,0.04130029,2008
1288,0.041317049,2008
1289,0.040415224,2008
1290,0.040415224,2008
1291,0.041002055,2008
1292,0.041875197,2010
1293,0.041126061,2010
1294,0.040415224,2010
1295,0.059012425,2010
1296,0.046863721,2010
1297,0.065391236,2010
1298,0.041818332,2010
1299,0.062945613,2010
1300,0.042511635,2010
1301,0.038073811,2010
1303,0.040647374,2010
1304,0.069856292,2010
1305,0.040415224,2010
1307,0.05231403,2010
1308,0.057878105,2010
1309,0.040415224,2010
1310,0.041215316,2010
1311,0.105825715,2010
1312,0.041287808,2010
1313,0.042961499,2010
1314,0.041831232,2010
1315,0.038073811,2010
1316,0.057232503,2010
1317,0.040415224,2010
1318,0.051902166,2010
1320,0.040415224,2010
1321,0.040935789,2010
1323,0.040415224,2010
1324,0.040415224,2010
1325,0.040415224,2010
1326,0.052492697,2010
1328,0.070817879,2010
1329,0.048256183,2010
1330,0.040415224,2010
1331,0.040415224,2010
1333,0.04301341,2010
1334,0.041031911,2010
1336,0.047201127,2010
1337,0.050079826,2010
1338,0.040410219,2010
1339,0.053864647,2010
1340,0.040289846,2010
1341,0.044481491,2010
1343,0.052714879,2010
1345,0.038073811,2010
1346,0.040415224,2010
1347,0.040415224,2010
1348,0.038073811,2010
1349,0.046349406,2010
1351,0.040415224,2010
1352,0.040410614,2010
1353,0.041012714,2010
1354,0.047044115,2010
1355,0.041657175,2010
1356,0.040415224,2010
1357,0.043112231,2010
1358,0.18479057,2010
1359,0.040289846,2010
1360,0.040415224,2010
1361,0.040415224,2010
1362,0.041876172,2010
1363,0.043973059,2010
1364,0.040415224,2010
1365,0.040642587,2010
1366,0.040415224,2010
1367,0.042442644,2010
1368,0.040760837,2010
1369,0.041801853,2010
1370,0.04247489,2010
1371,0.040289846,2010
1372,0.041414721,2010
1373,0.040415224,2010
1374,0.040415224,2010
1375,0.065730814,2010
1376,0.040415224,2010
1377,0.043403467,2010
1378,0.042282063,2010
1380,0.040415224,2010
1381,0.041211268,2010
1382,0.040415224,2010
1384,0.043432008,2010
1385,0.085439876,2010
1387,0.040415224,2010
1388,0.040415224,2010
1389,0.067535142,2010
1394,0.040415224,2010
1395,0.040415224,2010
1396,0.040415224,2010
1397,0.043228626,2010
1400,0.058616497,2010
1401,0.040415224,2010
1402,0.040289846,2010
1403,0.040415224,2010
1404,0.040346832,2010
1406,0.040415224,2010
1407,0.040415224,2010
1417,0.040415224,2010
1419,0.040415224,2010
1420,0.040415224,2010
1421,0.040289846,2010
1424,0.040415224,2010
1427,0.038073811,2010
1428,0.040415224,2010
1431,0.040415224,2010
1432,0.041992652,2010
1433,0.040415224,2010
1434,0.040415224,2010
1435,0.040415224,2010
1437,0.040415224,2010
1439,0.040415224,2010
1440,0.040415224,2010
1441,0.051068262,2010
1442,0.05029558,2010
1443,0.04398569,2010
1444,0.040415224,2010
1445,0.040415224,2010
1446,0.043735441,2010
1447,0.040802536,2010
1449,0.040415224,2010
1450,0.043519254,2010
1451,0.053016748,2010
1452,0.041124658,2010
1453,0.040422751,2010
1454,0.040442044,2010
1455,0.040415224,2010
1456,0.0495968,2010
1457,0.040415224,2010
1458,0.065261935,2010
1459,0.043235611,2010
1460,0.040415224,2010
1462,0.043702247,2010
1464,0.040415224,2010
1466,0.04803878,2010
1467,0.040415224,2010
1468,0.060727837,2010
1470,0.040415224,2010
1471,0.041055896,2010
1472,0.042701249,2010
1473,0.05749838,2010
1474,0.0722947,2010
1475,0.038073811,2010
1476,0.040415224,2010
1477,0.041138598,2010
1478,0.0495529,2010
1479,0.042196888,2010
1480,0.044911863,2010
1481,0.040415224,2010
1482,0.05282175,2010
1483,0.041550412,2010
1484,0.040415224,2010
1485,0.040415224,2010
1486,0.040415224,2010
1487,0.040289846,2010
1488,0.046178247,2010
1489,0.040944683,2010
1490,0.040728059,2010
1491,0.040816281,2010
1492,0.040415224,2010
1493,0.043877508,2010
1495,0.042048493,2010
1496,0.066361004,2010
1497,0.046360933,2010
1499,0.040415224,2010
1500,0.040415224,2010
1501,0.049473983,2010
1502,0.040415224,2010
1503,0.041102176,2010
1504,0.040415224,2010
1505,0.040415224,2010
1506,0.040593355,2010
1507,0.056028169,2010
1508,0.048827349,2010
1509,0.040415224,2010
1510,0.044432997,2010
1511,0.040415224,2010
1512,0.040415224,2010
1513,0.040415224,2010
1514,0.041454531,2010
1515,0.052577512,2010
1517,0.096436999,2010
1518,0.046805744,2010
1519,0.047610338,2010
1520,0.045620954,2010
1521,0.040289846,2010
1523,0.053938854,2010
1525,0.040289846,2010
1526,0.07784926,2010
1527,0.040415224,2010
1529,0.083682074,2010
1530,0.040415224,2010
1531,0.049060433,2010
1532,0.040289846,2010
1533,0.04033119,2010
1534,0.045199485,2010
1536,0.041681614,2010
1537,0.040415224,2010
1538,0.041811324,2010
1539,0.045540487,2010
1540,0.040415224,2010
1541,0.045061726,2010
1542,0.040718501,2010
1543,0.046451824,2010
1544,0.040415224,2010
1545,0.040415224,2010
1546,0.040415224,2010
1547,0.049404282,2010
1550,0.038073811,2010
1551,0.041764454,2010
1552,0.040415224,2010
1553,0.049548393,2010
1555,0.049505334,2010
1556,0.043130634,2010
1557,0.050887062,2010
1558,0.040415224,2010
1559,0.040565415,2010
1560,0.040750974,2010
1562,0.04632565,2010
1563,0.083092086,2010
1564,0.040415224,2010
1565,0.040778833,2010
1566,0.113825557,2010
1567,0.055306204,2010
1568,0.040415224,2010
1569,0.040415224,2010
1570,0.040814627,2010
1571,0.040415224,2010
1572,0.040604859,2010
1573,0.044557522,2010
1574,0.051822761,2010
1575,0.058326326,2010
1576,0.072421771,2010
1577,0.048398605,2010
1578,0.040415224,2010
1579,0.048359869,2010
1580,0.044220415,2010
1581,0.064395193,2010
1582,0.040415224,2010
1583,0.040415224,2010
1585,0.045033737,2010
1586,0.040415224,2010
1587,0.051274355,2010
1588,0.040415224,2010
1589,0.043858264,2010
1590,0.053669017,2010
1591,0.084313069,2010
1592,0.04101826,2010
1593,0.05159038,2010
1594,0.051161087,2010
1595,0.068241581,2010
1596,0.048679925,2010
1597,0.040415224,2010
1598,0.040415224,2010
1600,0.070895327,2010
1601,0.045793326,2010
1602,0.040415224,2010
1603,0.040289846,2010
1604,0.038073811,2010
1605,0.04219504,2010
1608,0.040415224,2010
1610,0.040289846,2010
1611,0.040415224,2010
1612,0.040415224,2010
1613,0.040289846,2010
1617,0.040806998,2010
1619,0.040415224,2010
1620,0.040415224,2010
1623,0.041490489,2010
1624,0.040415224,2010
1625,0.040415224,2010
1626,0.040415224,2010
1627,0.040415224,2010
1628,0.040923939,2010
1629,0.040415224,2010
1630,0.040415224,2010
1635,0.040415224,2010
1638,0.040415224,2010
1641,0.040289846,2010
1642,0.040415224,2010
1643,0.040415224,2010
1645,0.040398023,2010
1647,0.040781919,2010
1649,0.040289846,2010
1650,0.044777834,2010
1651,0.046845759,2010
1652,0.040289846,2010
1653,0.044569734,2010
1654,0.040289846,2010
1655,0.044451892,2010
1656,0.040415224,2010
1658,0.067833032,2010
1660,0.040415224,2010
1661,0.041080023,2010
1662,0.051962194,2010
1663,0.042002565,2010
1664,0.041021087,2010
1665,0.041538516,2010
1666,0.040289846,2010
1667,0.040415224,2010
1673,0.040415224,2010
1675,0.040415224,2010
1676,0.040415224,2010
1681,0.040450221,2010
1683,0.040415224,2010
1684,0.040415224,2010
1687,0.046926031,2010
1688,0.040415224,2010
1689,0.040415224,2010
1690,0.041035868,2010
1691,0.040415224,2010
1693,0.040415224,2010
1697,0.040289846,2010
1700,0.040415224,2010
1702,0.040683697,2011
1703,0.04467298,2011
1704,0.040683697,2011
1705,0.061387625,2011
1707,0.040683697,2011
1708,0.081192056,2011
1709,0.040683697,2011
1710,0.044159176,2011
1711,0.040683697,2011
1712,0.041767863,2011
1713,0.040624392,2011
1715,0.040683697,2011
1716,0.04750651,2011
1718,0.040683697,2011
1719,0.040683697,2011
1720,0.04581844,2011
1721,0.040683697,2011
1722,0.040683697,2011
1723,0.038073811,2011
1724,0.04352227,2011
1725,0.040683697,2011
1726,0.043877493,2011
1727,0.040683697,2011
1728,0.043080322,2011
1729,0.041751627,2011
1730,0.040683697,2011
1731,0.040683697,2011
1732,0.040213307,2011
1735,0.040683697,2011
1736,0.040584413,2011
1737,0.040683697,2011
1739,0.04009714,2011
1740,0.045645178,2011
1741,0.038073811,2011
1742,0.03991591,2011
1743,0.058890246,2011
1745,0.040106754,2011
1746,0.059225063,2011
1747,0.040065646,2011
1748,0.04082803,2011
1749,0.041335244,2011
1750,0.040683697,2011
1752,0.050291846,2011
1753,0.040212837,2011
